0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,price
1480.0,2.0,1.0,74.0,183.78378378378378,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,272000
3220.0,4.0,3.5,18.0,378.88198757763973,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1220000
2120.0,3.0,2.5,29.0,257.07547169811323,1.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,545000
1650.0,2.0,2.0,60.0,237.57575757575756,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,392000
2150.0,3.0,2.0,43.0,267.4418604651163,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,575000
1700.0,2.0,1.5,65.0,188.23529411764707,1.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,320000
3050.0,4.0,3.0,24.0,367.21311475409834,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1120000
1980.0,3.0,2.0,42.0,257.57575757575756,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,510000
1820.0,3.0,2.0,52.0,240.65934065934067,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,438000
2620.0,3.0,2.5,32.0,278.62595419847327,1.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,730000
1440.0,2.0,1.0,75.0,183.33333333333334,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,264000
3620.0,5.0,4.0,7.0,419.88950276243094,1.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1520000
2080.0,3.0,2.0,35.0,254.80769230769232,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,530000
1640.0,2.0,1.5,63.0,226.82926829268294,1.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,372000
2220.0,3.0,2.0,41.0,266.6666666666667,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,592000
1730.0,2.0,1.5,61.0,189.59537572254337,1.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,328000
3170.0,4.0,3.5,20.0,375.3943217665615,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1190000
6000.0,4.0,1.0,30.0,1516.6666666666667,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9100000
6600.0,4.0,2.0,41.0,1378.7878787878788,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9100000
8500.0,3.0,2.0,36.0,1054.1176470588234,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8960000
4600.0,3.0,2.0,28.0,1932.608695652174,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8890000
6420.0,3.0,2.0,43.0,1379.2834890965732,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8855000
4320.0,3.0,1.0,41.0,2025.462962962963,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8750000
7155.0,3.0,2.0,57.0,1213.1376659678547,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8680000
8050.0,3.0,1.0,64.0,1073.9130434782608,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8645000
4560.0,3.0,2.0,24.0,1895.8333333333333,1.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8645000
8800.0,3.0,2.0,30.0,974.4318181818181,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8575000
6540.0,4.0,2.0,36.0,1305.8103975535169,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8540000
6000.0,3.0,2.0,25.0,1410.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8463000
8875.0,3.0,1.0,39.0,946.4788732394367,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8400000
7950.0,5.0,2.0,40.0,1056.6037735849056,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8400000
5500.0,4.0,2.0,44.0,1527.2727272727273,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8400000
7475.0,3.0,2.0,23.0,1123.7458193979933,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8400000
7000.0,3.0,1.0,32.0,1200.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8400000
4880.0,4.0,2.0,58.0,1699.795081967213,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8295000
5960.0,3.0,3.0,39.0,1374.1610738255033,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8190000
6840.0,5.0,1.0,26.0,1187.1345029239767,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8120000
7000.0,3.0,2.0,39.0,1154.42,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8080940
7482.0,3.0,2.0,17.0,1074.979951884523,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8043000
9000.0,4.0,2.0,8.0,886.6666666666666,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7980000
6000.0,3.0,1.0,30.0,1327.0833333333333,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7962500
6000.0,4.0,2.0,16.0,1318.3333333333333,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7910000
6550.0,3.0,1.0,55.0,1202.2900763358778,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7875000
6360.0,3.0,2.0,11.0,1232.7044025157234,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7840000
6480.0,3.0,2.0,13.0,1188.2716049382716,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7700000
6000.0,4.0,2.0,27.0,1283.3333333333333,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7700000
6000.0,4.0,2.0,39.0,1260.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7560000
6000.0,3.0,2.0,13.0,1260.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7560000
6000.0,3.0,2.0,24.0,1254.1666666666667,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7525000
6600.0,3.0,1.0,6.0,1134.8484848484848,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7490000
4300.0,3.0,2.0,34.0,1733.7209302325582,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7455000
7440.0,3.0,2.0,40.0,997.3118279569892,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7420000
7440.0,3.0,2.0,11.0,997.3118279569892,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7420000
6325.0,3.0,1.0,34.0,1173.1225296442688,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7420000
6000.0,4.0,2.0,27.0,1225.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7350000
5150.0,3.0,2.0,23.0,1427.1844660194174,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7350000
6000.0,3.0,2.0,42.0,1225.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7350000
6000.0,3.0,1.0,60.0,1225.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7350000
11440.0,4.0,1.0,40.0,641.8706293706293,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7343000
9000.0,4.0,2.0,35.0,805.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7245000
7680.0,4.0,2.0,12.0,938.8020833333334,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7210000
6000.0,3.0,2.0,14.0,1201.6666666666667,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7210000
6000.0,3.0,2.0,25.0,1190.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7140000
8880.0,2.0,1.0,42.0,796.1711711711712,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7070000
6240.0,4.0,2.0,47.0,1133.0128205128206,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7070000
6360.0,4.0,2.0,13.0,1106.132075471698,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7035000
11175.0,3.0,1.0,55.0,626.3982102908277,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7000000
8880.0,3.0,2.0,48.0,780.4054054054054,1.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6930000
13200.0,2.0,1.0,35.0,525.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6930000
7700.0,3.0,2.0,57.0,895.4545454545455,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6895000
6000.0,3.0,1.0,68.0,1143.3333333333333,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6860000
12090.0,4.0,2.0,43.0,561.6211745244003,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6790000
4000.0,3.0,2.0,30.0,1697.5,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6790000
6000.0,4.0,2.0,34.0,1125.8333333333333,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6755000
5020.0,3.0,1.0,23.0,1338.6454183266933,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6720000
6600.0,2.0,2.0,36.0,1012.8787878787879,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6685000
4040.0,3.0,1.0,34.0,1646.039603960396,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6650000
4260.0,4.0,2.0,42.0,1561.0328638497654,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6650000
6420.0,3.0,2.0,38.0,1035.8255451713396,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6650000
6500.0,3.0,2.0,42.0,1023.0769230769231,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6650000
5700.0,3.0,1.0,49.0,1166.6666666666667,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6650000
6000.0,3.0,2.0,25.0,1108.3333333333333,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6650000
6000.0,3.0,1.0,24.0,1104.8333333333333,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6629000
4000.0,3.0,2.0,44.0,1653.75,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6615000
10500.0,3.0,2.0,65.0,630.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6615000
6000.0,3.0,2.0,8.0,1096.6666666666667,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6580000
3760.0,3.0,1.0,36.0,1731.3829787234042,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6510000
8250.0,3.0,2.0,23.0,789.0909090909091,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6510000
6670.0,3.0,1.0,48.0,976.0119940029984,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6510000
3960.0,3.0,1.0,59.0,1635.1010101010102,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6475000
7410.0,3.0,1.0,41.0,873.8191632928475,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6475000
8580.0,5.0,3.0,28.0,750.5827505827506,1.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6440000
5000.0,3.0,1.0,44.0,1288.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6440000
6750.0,2.0,1.0,39.0,950.9629629629629,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6419000
4800.0,3.0,2.0,8.0,1334.375,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6405000
7200.0,3.0,2.0,56.0,875.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6300000
6000.0,4.0,2.0,6.0,1050.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6300000
4100.0,3.0,2.0,40.0,1536.5853658536585,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6300000
9000.0,3.0,1.0,62.0,700.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6300000
6400.0,3.0,1.0,44.0,984.375,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6300000
6600.0,3.0,2.0,26.0,953.4848484848485,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6293000
6000.0,4.0,1.0,46.0,1044.1666666666667,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6265000
6600.0,3.0,2.0,38.0,943.939393939394,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6230000
5500.0,3.0,1.0,44.0,1132.7272727272727,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6230000
5500.0,3.0,2.0,9.0,1126.3636363636363,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6195000
6350.0,3.0,2.0,51.0,975.5905511811023,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6195000
5500.0,3.0,2.0,40.0,1126.3636363636363,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6195000
4500.0,3.0,1.0,10.0,1368.888888888889,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6160000
5450.0,4.0,2.0,40.0,1130.2752293577983,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6160000
6420.0,3.0,1.0,25.0,954.0498442367601,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6125000
3240.0,4.0,1.0,33.0,1885.030864197531,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6107500
6615.0,4.0,2.0,33.0,920.6349206349206,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6090000
6600.0,3.0,1.0,60.0,922.7272727272727,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6090000
8372.0,3.0,1.0,20.0,727.4247491638796,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6090000
4300.0,6.0,2.0,39.0,1414.6511627906978,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6083000
9620.0,3.0,1.0,53.0,632.3284823284823,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6083000
6800.0,2.0,1.0,51.0,885.2941176470588,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6020000
8000.0,3.0,1.0,49.0,752.5,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6020000
6900.0,3.0,2.0,70.0,872.463768115942,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6020000
3700.0,4.0,1.0,56.0,1608.1081081081081,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5950000
6420.0,3.0,1.0,62.0,926.791277258567,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5950000
7020.0,3.0,1.0,67.0,847.5783475783476,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5950000
6540.0,3.0,1.0,54.0,909.7859327217126,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5950000
